User ID,User,email,Vet ID,ชื่อ คลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,แขวง/ตำบล,เขต/อำเภอ,จังหวัด,Address ID,วันที่เปิดทำการ,เวลาเปิดทำการ,เวลาปิดทำการ,ที่อยู่,เบอร์โทรคลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,เลขละติจูด-ลองติจูด,Link แชร์โลเคชั่น,Facebook Page ของคลินิก/ โรงพยาบาลสัตว์ / ร้านค้า,Line@ คลินิก/ โรงพยาบาลสัตว์ / ร้านค้า
292,trio740109292,740109292@supertriodog.com,740109292,โรงพยาบาลสัตว์ลักกี้เพ็ท,นาดี,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740109,ทุกวัน,8:00:00 AM,12:00:00 AM,33/10,917418683,"13.574560544262113, 100.29792998583765",https://goo.gl/maps/puK4DfnY9RXvD8UU9,https://www.facebook.com/profile.php?id=100058517593349,
293,trio740101293,740101293@supertriodog.com,740101293,โรงพยาบาลสัตว์มหาชัยบริรักษ์,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,9:00:00 PM,271/27ก,614564950,"13.54886018895373, 100.28312421113475",https://goo.gl/maps/AWU6Kxw8nP1jouQg8,https://www.facebook.com/mahachaiborirakanimalhospital,
294,trio101203294,101203294@supertriodog.com,101203294,โรงพยาบาลสัตว์มีสุข,แขวงช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,101203,ทุกวัน,10:00:00 AM,10:00:00 PM,1045 ถ. พระรามที่ 3,26818118,"13.688042731396965, 100.54741441595259",https://goo.gl/maps/wwVsSWt6s2i4Y4Bs8,https://www.facebook.com/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%A1%E0%B8%B5%E0%B8%AA%E0%B8%B8%E0%B8%82-589135817787292,
295,trio101503295,101503295@supertriodog.com,101503295,โรงพยาบาลสัตว์วงเวียนใหญ่,แขวงบางยี่เรือ,เขตธนบุรี,กรุงเทพมหานคร,101503,ทุกวัน,9:00:00 AM,8:00:00 PM,1 ถนน สมเด็จพระเจ้าตากสิน,909751861,"13.722897316951832, 100.49216289036059",https://goo.gl/maps/8P2Z4z6YyfXnuYj96,https://www.facebook.com/profile.php?id=100063469482909,
296,trio104902296,104902296@supertriodog.com,104902296,โรงพยาบาลสัตว์วันใส,แขวงทุ่งครุ,เขตทุ่งครุ,กรุงเทพมหานคร,104902,ทุกวัน,9:00:00 AM,7:00:00 PM,"637/10-11 หมู่1, ถนนประชาอุทิศ",28727903,"13.649140716160778, 100.49627319180135",https://goo.gl/maps/WrmezQYQ2YBijHta7,ไม่มี,ไม่มี
297,trio102107297,102107297@supertriodog.com,102107297,โรงพยาบาลสัตว์สมใจ,แขวงแสมดำ,เขตบางขุนเทียน,กรุงเทพมหานคร,102107,ทุกวัน,9:00:00 AM,9:00:00 PM,374 ซ.พระราม2 68 หน้า มบ.ศรัญญา ฝั่งตรงข้าม โลตัส ถ. พระราม 2,646149555,"13.648241970906179, 100.41753224372358",https://goo.gl/maps/ouXTJ7wKKSTAjQmv6,https://www.facebook.com/somjaipethospital,https://l.facebook.com/l.php?u=https%3A%2F%2Flin.ee%2Fs4kgjyw%3Ffbclid%3DIwAR3kKWFWVZTicCLwV4pyXG46bEePMxEnPPL8YYDOu7-5UsN63_NFY-PX3fE&h=AT2uZE0zF7AUcj-NAA_WOwa1DldLrvcMsH1B3_IVaErCmShZREzOuRRXUznk_PGUDA-iePv29rfqRsdqkMzcqWkk4T64Fki_5UrEx7Kn1S9SoxStjgLuDSjsb-_cpM_rzg
298,trio740101298,740101298@supertriodog.com,740101298,โรงพยาบาลสัตว์สาคร,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,ทุกวัน,9:00:00 AM,9:00:00 PM,920/243-244,879194540,"13.55026416292381, 100.27804783568769",https://goo.gl/maps/ViMhjgUh5QBgkspD9,https://www.facebook.com/sakornvet,sakornvet
299,trio102105299,102105299@supertriodog.com,102105299,ใจดีรักษาสัตว์,แขวงท่าข้าม,เขตบางขุนเทียน,กรุงเทพมหานคร,102105,ทุกวัน,12:00:00 PM,8:00:00 PM,116/2 พินนาเคิล มอลล์ พระรามที่ 2 ซอย 33,898926656,"13.65932764867858, 100.46878126110654",https://goo.gl/maps/sp9WvppHJtPefuJ77,https://www.facebook.com/pages/%E0%B9%83%E0%B8%88%E0%B8%94%E0%B8%B5-%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C/229823917601681,
300,trio102501300,102501300@supertriodog.com,102501300,คลินิกรักษาสัตว์บ้านหมอพัด,แขวงบางพลัด,เขตบางพลัด,กรุงเทพมหานคร,102501,ทุกวัน,1:00:00 PM,4:30:00 PM,"1459, 1471 ซอย ภาณุรังษี",922583819,"13.792173403052763, 100.4882093305686",https://goo.gl/maps/HRSNYYcHcPNUJL1F6,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B5%E0%B8%99%E0%B8%B4%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%9E%E0%B8%B1%E0%B8%94/363091174126678,
301,trio101801301,101801301@supertriodog.com,101801301,คลีนิคสัตว์ลาดหญ้า,แขวงสมเด็จเจ้าพระยา,เขตคลองสาน,กรุงเทพมหานคร,101801,ทุกวัน,9:00:00 AM,8:00:00 PM,300 ถนน อิสรภาพ,24375291,"13.72868222171559, 100.50069739304324",https://goo.gl/maps/EfzF5BXjM9YezEtk8,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%AB%E0%B8%8D%E0%B9%89%E0%B8%B2/268207957201485,
302,trio101203302,101203302@supertriodog.com,101203302,โรงพยาบาลสัตว์รักษ์ ณ จันทน์,แขวงช่องนนทรี,เขตยานนาวา,กรุงเทพมหานคร,101203,ทุกวัน,9:00:00 AM,9:00:00 AM,"145, 147 ซอย ช่องนนทรี",20776679,"13.705270823868874, 100.53294078949133",https://goo.gl/maps/DibVXFBBT2sF73Q38,https://www.facebook.com/raknachan,raknachan
303,trio101904303,101904303@supertriodog.com,101904303,โรงพยาบาลสัตว์พระราม8 สาขาราชพฤกษ์,แขวงบางพรม,เขตตลิ่งชัน,กรุงเทพมหานคร,101904,ทุกวัน,9:00:00 AM,9:00:00 AM,52 ถ. พรานนก - พุทธมณฑลสาย 4,958209988,"13.752934006661668, 100.44885971898324",https://goo.gl/maps/3rPgkQU917Y31PBHA,https://www.facebook.com/rama8pet/,https://page.line.me/oqn6275k?openQrModal=true
304,trio102009304,102009304@supertriodog.com,102009304,โรงพยาบาลสัตว์พระราม 8 ปิ่นเกล้า,แขวงอรุณอมรินทร์,เขตบางกอกน้อย,กรุงเทพมหานคร,102009,ทุกวัน,9:00:00 AM,9:00:00 AM,"83/2 ซ.อรุณอมรินทร์43, ซอย อรุณอัมรินทร์",800712188,"13.767583579264965, 100.48455156668737",https://goo.gl/maps/spHyL9PEXqKsY1956,https://www.facebook.com/rama8pet,https://page.line.me/oqn6275k?openQrModal=true
305,trio101303305,101303305@supertriodog.com,101303305,โรงพยาบาลสัตว์พระราม 8 เยาวราช,แขวงตลาดน้อย,เขตสัมพันธวงศ์,กรุงเทพมหานคร,101303,ทุกวัน,9:00:00 AM,9:00:00 AM,"1850, 1854 ถ. ทรงวาด",982955888,"13.736119529239664, 100.51309248134943",https://goo.gl/maps/pGS3932z9RjhoRZW7,https://www.facebook.com/rama8pet,https://page.line.me/oqn6275k?openQrModal=true
306,trio104003306,104003306@supertriodog.com,104003306,โรงพยาบาลสัตว์แสนดี สาขาพุทธมณฑลสาย2,แขวงบางไผ่,เขตบางแค,กรุงเทพมหานคร,104003,ทุกวัน,9:00:00 AM,9:00:00 AM,40/17 ถ. พุทธมณฑล สาย 2,926877171,"13.739514884864684, 100.39575086153626",https://goo.gl/maps/gHqoXaRGUrZvQm8S7,https://www.facebook.com/sandypethospital,https://page.line.me/754vvalx?openQrModal=true
307,trio102107307,102107307@supertriodog.com,102107307,โรงพยาบาลสัตว์แสนดี พระราม2,แขวงแสมดำ,เขตบางขุนเทียน,กรุงเทพมหานคร,102107,ทุกวัน,9:00:00 AM,9:00:00 PM,420 3-4 ถนนบางขุนเทียน-ชายทะเล,092-687-7171,"13.635241275730584, 100.43288628979992",https://goo.gl/maps/8489NYjbZyoKh4oW9,https://www.facebook.com/sandypethospital,https://page.line.me/754vvalx?openQrModal=true
308,trio104003308,104003308@supertriodog.com,104003308,โรงพยาบาลสัตว์กาญจนาภิเษก,แขวงบางไผ่,เขตบางแค,กรุงเทพมหานคร,104003,ทุกวัน,9:00:00 AM,9:00:00 AM,349 ถ. กาญจนาภิเษก,886515356,"13.743329255685877, 100.40622690551628",https://goo.gl/maps/syxYAJbPDFKRebRk8,https://www.facebook.com/KanchanapisekPetHospitall,https://animal-hospital-3129.business.site/?utm_source=gmb&utm_medium=referral
309,trio104002309,104002309@supertriodog.com,104002309,มีพร้อมสัตวแพทย์,แขวงบางแคเหนือ,เขตบางแค,กรุงเทพมหานคร,104002,ทุกวัน,8:00:00 AM,8:00:00 PM,203/2 ถ. พุทธมณฑล สาย 2,20633355,"13.716655510419198, 100.3954975247013",https://goo.gl/maps/LDuoazx6xhvKzbTb9,https://www.facebook.com/MePromptpetclinic,https://meprompt-pet-clinic.business.site/
310,trio105002310,105002310@supertriodog.com,105002310,โรงพยาบาลสัตว์เพ็ทส์โฮม กาญจนาภิเษก,แขวงบางบอนเหนือ,เขตบางบอน,กรุงเทพมหานคร,105002,ทุกวัน,7:00:00 AM,9:00:00 PM,115/6 หน้าหมู่บ้าน Villette,654961691,"13.668388615321536, 100.40528049523871",https://goo.gl/maps/TA8s8ofTJsAxbCUH6,https://www.facebook.com/petshomeph/,https://line.me/R/ti/p/%40536zmanx
311,trio105005311,105005311@supertriodog.com,105005311,โรงพยาบาลสัตว์เอกชัย,แขวงคลองบางบอน,เขตบางบอน,กรุงเทพมหานคร,105005,ทุกวัน,9:00:00 AM,9:00:00 AM,962-962/1 ถ.เอกชัย,24530555,"13.643496499166973, 100.37763372407375",https://goo.gl/maps/5p1c86nmoGVrRoXB8,https://www.facebook.com/EkachaiPets,@ekachaipethospital
312,trio105003312,105003312@supertriodog.com,105003312,โรงพยาบาลสัตว์บีเอ็มเอช เอกชัย,แขวงบางบอนใต้,เขตบางบอน,กรุงเทพมหานคร,105003,ทุกวัน,9:00:00 AM,9:00:00 PM,115/1157-1159 ถ. เอกชัย,615059988,"13.654498199283914, 100.39220631657291",https://goo.gl/maps/3SQCDoBJcVYfZ4rYA,https://www.facebook.com/bmhvetekachai,https://line.me/R/ti/p/%40728bapou
313,trio200107313,200107313@supertriodog.com,200107313,หมอลินรักษาสัตว์,นาป่า,อำเภอเมืองชลบุรี,ชลบุรี,200107,ทุกวัน,8:30:00 AM,7:00:00 PM,72/13 ม.2,087-3573521,"(13.3871920, 101.0349860)",ร้าน หมอลินรักษาสัตว์ นาป่า 087 357 3521 https://maps.app.goo.gl/WoeCx19gd8NMdbmWA?g_st=ic,หมอลินรักษาสัตว์,873573521
314,trio740101314,740101314@supertriodog.com,740101314,โรงพยาบาลสัตว์บีเอ็มเอช บ้านมหาชัย,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,ทุกวัน,9:00:00 AM,9:00:00 PM,237/348-49 ถนนเอกชัย,814314774,"13.552511340794084, 100.28409334203404",https://goo.gl/maps/jJwUPQKBhbAD1QBn9,https://www.facebook.com/BMHanimalhospital,bmh
315,trio740113315,740113315@supertriodog.com,740113315,โรงพยาบาลสัตว์บีเอ็มเอช รักษาสัตว์ (สาขาพันท้าย),พันท้ายนรสิงห์,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740113,ทุกวัน,9:00:00 AM,8:30:00 PM,8/23 โครงการพันท้ายพลาซ่า,632503838,"13.574879362054626, 100.3645682438814",https://goo.gl/maps/HzXALrDtQHnP9PsN7,https://www.facebook.com/bmhclinic,@BMH22
316,trio104102316,104102316@supertriodog.com,104102316,คลินิก4ขาวิภา60,แขวงตลาดบางเขน,เขตหลักสี่,กรุงเทพมหานคร,104102,"ทุกวัน, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,7/1 ถ.วิภาวดีรังสิต,929949588,"13.866623,100.584230",https://maps.app.goo.gl/tQtAczfpL8RfubUq7,คลินิก4ขาวิภา60,929949588
317,trio740101317,740101317@supertriodog.com,740101317,โรงพยาบาลสัตว์แพทย์สมุทร 24 ชั่วโมง มหาชัย,มหาชัย,อำเภอเมืองสมุทรสาคร,สมุทรสาคร,740101,ทุกวัน,9:00:00 AM,9:00:00 AM,926/178,34421999,"13.55604389857387, 100.26988936239428",https://goo.gl/maps/s9U5UGN2sEXJrEZX8,https://www.facebook.com/profile.php?id=100063634117897,@csk4831j
318,trio850205318,850205318@supertriodog.com,850205318,โรงพยาบาลสัตว์พินนาเคิล-บางนา24ชั่วโมง,บางแก้ว,อำเภอละอุ่น,ระนอง,850205,ทุกวัน,9:00:00 AM,9:00:00 AM,999,921196222,"13.63999064673025, 100.68066438302924",https://goo.gl/maps/nPDdFHNQT6b63Kcj7,https://www.facebook.com/profile.php?id=100086345750422,@237ipkxy
319,trio104901319,104901319@supertriodog.com,104901319,โรงพยาบาลสัตว์จอมทอง,แขวงบางมด,เขตทุ่งครุ,กรุงเทพมหานคร,104901,ทุกวัน,9:00:00 AM,9:00:00 AM,677,20355335,"13.675064808524722, 100.4610009912628",https://goo.gl/maps/PCRbZjirjSm8ra4M8,https://www.facebook.com/profile.php?id=100063943179792,@861iyizw
320,trio101102320,101102320@supertriodog.com,101102320,โรงพยาบาลสัตว์กรุงเทพกรีฑา 24ชั่วโมง,แขวงคลองสองต้นนุ่น,เขตลาดกระบัง,กรุงเทพมหานคร,101102,ทุกวัน,9:00:00 AM,9:00:00 AM,69/1,619924747,"13.754723255742698, 100.7123884182378",https://goo.gl/maps/5jALaMYDmaUgCdhBA,https://www.facebook.com/profile.php?id=100065154175040,https://lin.ee/R4esvdo
321,trio104603321,104603321@supertriodog.com,104603321,โรงพยาบาลสัตว์คลองสามวา,แขวงบางชัน,เขตคลองสามวา,กรุงเทพมหานคร,104603,ทุกวัน,9:00:00 AM,9:00:00 AM,274/2,21151533,"13.824447134694424, 100.70015906825259",https://goo.gl/maps/bqoJouJYbor9hKXbA,https://www.facebook.com/profile.php?id=100057704107660,@081zuhur
322,trio750104322,750104322@supertriodog.com,750104322,โรงพยาบาลสัตว์อัมพวา 24 ชั่วโมง,บ้านปรก,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750104,ทุกวัน,9:00:00 AM,9:00:00 AM,222/9,887500909,"13.417347886585672, 99.97281601057713",https://goo.gl/maps/9i8tLwqHGaM4m3W96,https://www.facebook.com/profile.php?id=100056607915315,@mvt6017t
323,trio850205323,850205323@supertriodog.com,850205323,โรงพยาบาลสัตว์หมอรักสัตว์,บางแก้ว,อำเภอละอุ่น,ระนอง,850205,ทุกวัน,8:15:00 AM,7:00:00 PM,134/2 หมู่1,887500909,"13.403387139710345, 100.00581948358902",https://goo.gl/maps/wKdb3H5oZ7ki7Fy18,https://www.facebook.com/profile.php?id=100061370297931,
324,trio101904324,101904324@supertriodog.com,101904324,บางพรมสัตวแพทย์,แขวงบางพรม,เขตตลิ่งชัน,กรุงเทพมหานคร,101904,ทุกวัน,9:00:00 AM,8:00:00 PM,15/7,863451960,"13.756847832806727, 100.42679008174571",https://goo.gl/maps/KNzoXRfjLxnj3wdf7,https://www.facebook.com/Bangphromvetclinic,
325,trio104802325,104802325@supertriodog.com,104802325,บ้านเย็นใจ คลีนิกรักษาสัตว์,แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,กรุงเทพมหานคร,104802,ทุกวัน,10:00:00 AM,8:00:00 PM,42/29 ถ.บรมราชชนนี,28858641,"13.783234027491769, 100.39521553941675",https://goo.gl/maps/ayiWjBAAPL1qs7iF8,https://www.facebook.com/byjvetclinic,
326,trio760709326,760709326@supertriodog.com,760709326,Pet Secret,ท่าแร้ง,อำเภอบ้านแหลม,เพชรบุรี,760709,ทุกวัน,9:00:00 AM,9:00:00 PM,538/5-6 (5แยกวัชรพล),971561946,"13.868680499392502, 100.64536804644679","https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C+%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97+%E0%B8%8B%E0%B8%B5%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B9%87%E0%B8%97/@13.8686818,100.6448128,19z/data=!4m14!1m7!3m6!1s0x311d7d34e41d3e4b:0xcc56e26061081dd4!2z4LmC4Lij4LiH4Lie4Lii4Liy4Lia4Liy4Lil4Liq4Lix4LiV4Lin4LmMIOC5gOC4nuC5h-C4lyDguIvguLXguYDguITguKPguYfguJc!8m2!3d13.8686805!4d100.64536!16s%2Fg%2F11bc710pl4!3m5!1s0x311d7d34e41d3e4b:0xcc56e26061081dd4!8m2!3d13.8686805!4d100.64536!16s%2Fg%2F11bc710pl4",Pet Secret - โรงพยาบาลสัตว์ เพ็ท ซีเคร็ท,petsecretth
327,trio104902327,104902327@supertriodog.com,104902327,ศรีเมืองสัตวแพทย์,แขวงทุ่งครุ,เขตทุ่งครุ,กรุงเทพมหานคร,104902,ทุกวัน,9:00:00 AM,9:00:00 PM,122/53 ซอยประชาอุทิศ91/2 ถนนประชาอุทิศ,28718148,"13.628788098591912, 100.50623648487642",https://goo.gl/maps/jRAnAhCHDWU5sfJA7,https://www.facebook.com/srimuang.pet.clinic,
328,trio102007328,102007328@supertriodog.com,102007328,โรงพยาบาลสัตว์ด็อกเตอร์เพ็ท,แขวงบางขุนศรี,เขตบางกอกน้อย,กรุงเทพมหานคร,102007,ทุกวัน,9:00:00 AM,9:00:00 AM,"447, 28-29 ถ. จรัญสนิทวงศ์ แขวงบางขุนศรี",28644101,"13.758502194263258, 100.46908962592248",https://goo.gl/maps/Y2iRhRyu4hcJac726,https://www.facebook.com/DoctorPet,https://page.line.me/esu1046m?openQrModal=true
329,trio101905329,101905329@supertriodog.com,101905329,ด๊อกส์การ์ด รักษาสัตว์,แขวงบางระมาด,เขตตลิ่งชัน,กรุงเทพมหานคร,101905,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",2:00:00 PM,8:00:00 PM,7/74,831606868,"13.761043684979457, 100.42502785442123",https://goo.gl/maps/eSv6NYv5G9qBY8Z9A,,
330,trio101903330,101903330@supertriodog.com,101903330,คลินิคหมอมนรักสัตว์,แขวงฉิมพลี,เขตตลิ่งชัน,กรุงเทพมหานคร,101903,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",12:00:00 PM,8:00:00 PM,58 6 ถนนฉิมพลี,851491445,"13.781028334827514, 100.44817598357331",https://goo.gl/maps/ouHxuhFAYwVtFdG28,https://www.facebook.com/monpetangel,
331,trio750101331,750101331@supertriodog.com,750101331,เกียรติศักดิ์สัตวแพทย์,แม่กลอง,อำเภอเมืองสมุทรสงคราม,สมุทรสงคราม,750101,ทุกวัน,9:00:00 AM,4:30:00 PM,"458/5, ถ.เพชรสมุทร",34710119,"13.410341398579103, 99.99904148382184",https://goo.gl/maps/MctbWcKL17iNNuSC6,https://www.facebook.com/pages/%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C/163149707197917,
332,trio200116332,200116332@supertriodog.com,200116332,เพ็ทบัดดี้ (คลินิกหมอใหม่รักษาสัตว์),เสม็ด,อำเภอเมืองชลบุรี,ชลบุรี,200116,ทุกวัน,9:30:00 AM,8:00:00 PM,55/9 ม.1 ซ.ลุงสอง,096-7456350,"(13.3375499, 100.9683585)",เพ็ทบัดดี้คลินิก&เพ็ทแคร์ 096 745 6350 https://maps.app.goo.gl/gXHxdZdqKmeu1WS18?g_st=ic,Petbuddyclinic,Petbuddyclinic
333,trio600511333,600511333@supertriodog.com,600511333,ฟาร์มโฮมยาสัตว์,หนองตางู,อำเภอบรรพตพิสัย,นครสวรรค์,600511,ทุกวัน,10:00:00 AM,5:00:00 PM,ง40/4 ม.1  ต.หนองตางู บรรพตพิสัย นครสวรรค์   Nakhon Sawan   TH-  60180,081-5665914,"(16.1250830, 100.0490180)","16°07'30.3""N 100°02'56.5""E https://maps.app.goo.gl/srR2JKoKiVNXA3f46?g_st=ic",,
334,trio710205334,710205334@supertriodog.com,710205334,โรงพยาบาลสัตว์เมืองตราด,วังกระแจะ,อำเภอไทรโยค,กาญจนบุรี,710205,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,6:00:00 PM,125/1 ม.2,"0839043367, 0841417218","(12.2574514, 102.5073858)",โรงพยาบาลสัตว์เมืองตราด 084 141 7218 https://maps.app.goo.gl/kYH1555mr8toA7ka8?g_st=ic,,
335,trio200408335,200408335@supertriodog.com,200408335,โรงพยาบาลสัตว์พัทยาเหนือ,นาเกลือ,อำเภอบางละมุง,ชลบุรี,200408,ทุกวัน,8:00:00 AM,8:00:00 PM,120/19,095 445 5622,"(12.9545264, 100.9075785)",North Pattaya Animal Hospital 095 445 5622 https://maps.app.goo.gl/fwuDq4pnH5KBYA6w8?g_st=ic,,
336,trio210203336,210203336@supertriodog.com,210203336,โรงพยาบาลสัตว์บ้านฉางพลา,บ้านฉาง,อำเภอบ้านฉาง,ระยอง,210203,ทุกวัน,8:00:00 AM,8:00:00 PM,174/9 ม.3 ถ.บ้านฉางพลา-บูรพาพัฒน์,038 601 122,"(12.7111273, 101.0487502)",โรงพยาบาลสัตว์บ้านฉางพลา 038 601 122 https://maps.app.goo.gl/jG4txS3sPtRiJFEV6?g_st=ic,,
337,trio220107337,220107337@supertriodog.com,220107337,นานาเพ็ทแคร์รักษาสัตว์(หมอก้อง),จันทนิมิต,อำเภอเมืองจันทบุรี,จันทบุรี,220107,ทุกวัน,9:00:00 AM,8:00:00 PM,23/49 ม.7 ถ.ญาณวิโรจน์,089 635 8417,"(12.5999059, 102.1187558)",นานาเพ็ทแคร์รักษาสัตว์(หมอก้อง) 039 322 244 https://maps.app.goo.gl/ysuYF1jCRv9XpFpb7?g_st=ic,,
338,trio200107338,200107338@supertriodog.com,200107338,คลินิกแฟมิลี่สัตวแพทย์,นาป่า,อำเภอเมืองชลบุรี,ชลบุรี,200107,ทุกวัน,8:30:00 AM,8:30:00 PM,4/1 ถ.สุขประยูร,038 242 168,"(13.4091390, 101.0281736)",คลินิกแฟมิลี่สัตวแพทย์ 038 242 168 https://maps.app.goo.gl/sadYc86UCAsiSja27?g_st=ic,,
339,trio210203339,210203339@supertriodog.com,210203339,พยูนสัตวแพทย์,บ้านฉาง,อำเภอบ้านฉาง,ระยอง,210203,"วันจันทร์, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:30:00 AM,8:00:00 PM,145 ม.5,038 601 268,"(12.7177335, 101.0568347)",Payun Vet clinic 038 601 268 https://maps.app.goo.gl/h2BNjrbpZj8gSoxC6?g_st=ic,,
340,trio200408340,200408340@supertriodog.com,200408340,หน้าอำเภอรักษาสัตว์,นาเกลือ,อำเภอบางละมุง,ชลบุรี,200408,ทุกวัน,8:30:00 AM,8:00:00 PM,105/9 ม.2,038 223 668,"(12.9758657, 100.9135491)",หน้าอำเภอรักษาสัตว์ 038 223 668 https://maps.app.goo.gl/q87qr94LehsQrotj7?g_st=ic,,
341,trio200601341,200601341@supertriodog.com,200601341,โรงพยาบาลสัตว์พนัส,พนัสนิคม,อำเภอพนัสนิคม,ชลบุรี,200601,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",8:30:00 AM,7:00:00 PM,17/1-2 ถ. จารุวร,038 462 649,"(13.4484489, 101.1764538)",Phanat Veterinary 038 462 649 https://maps.app.goo.gl/HdYJbYCiijZDx4r4A?g_st=ic,,
342,trio220107342,220107342@supertriodog.com,220107342,คลินิกจันทร์ 9 ตูบรักษาสัตว์,จันทนิมิต,อำเภอเมืองจันทบุรี,จันทบุรี,220107,ทุกวัน,9:00:00 AM,8:00:00 PM,95/16 มบ.มหาราชซิตี้โฮม,094 629 9249,"(12.5901365, 102.1139747)",คลินิกจันทร์ 9 ตูบรักษาสัตว์ 094 629 9249 https://maps.app.goo.gl/vKg2mKDaDG3YouyKA?g_st=ic,,
343,trio200402343,200402343@supertriodog.com,200402343,โรงพยาบาลสัตว์เนินพลับหวาน,หนองปรือ,อำเภอบางละมุง,ชลบุรี,200402,ทุกวัน,12:00:00 AM,12:00:00 AM,21/97-100 ม.5 ซ.สุขุมวิทพัทยา 53,038 406 384,"(12.9299031, 100.9072533)",Nern Plub Wan Animal Hospital 038 406 384 https://maps.app.goo.gl/SYdWfk1QD8b2LpfG8?g_st=ic,,
344,trio230302344,230302344@supertriodog.com,230302344,คลินิคแสนตุ้งสัตวแพทย์,แสนตุ้ง,อำเภอเขาสมิง,ตราด,230302,ทุกวัน,8:30:00 AM,7:30:00 PM,114/8 ม.9 สามแยกบางกระดาน,"039-599993, 081-8285761","(12.3698875, 102.3875067)",คลินิคแสนตุ้งสัตวแพทย์ 039 598 329 https://maps.app.goo.gl/gAxEWDS826rGsNNe8?g_st=ic,,
345,trio100206345,100206345@supertriodog.com,100206345,คลินิคแสนสุขสัตวแพทย์(สามเสน28),แขวงถนนนครไชยศรี,เขตดุสิต,กรุงเทพมหานคร,100206,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",10:00:00 AM,7:00:00 PM,48ซอยสามเสน28,879375085,"(13.7898322, 100.5160039)",คลินิก แสนสุข 087 937 5085 https://maps.app.goo.gl/AKNRQPL984P9JvnR7,,
346,trio730119346,730119346@supertriodog.com,730119346,โรงพยาบาลสัตว์ทวีรัชต์,ลำพยา,อำเภอเมืองนครปฐม,นครปฐม,730119,ทุกวัน,8:00:00 AM,10:00:00 PM,72 ถนนทรงพล,809251925,https://goo.gl/maps/dPeQqyxMCKopXPZ28,https://goo.gl/maps/dPeQqyxMCKopXPZ28,https://www.facebook.com/Taweeratch/,@TWRAH
